Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       4/8346159     Eigen::Matrix<float, -1, -1, 0, -1, -1>& Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::_set_noalias<Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0> >(Eigen::DenseBase<Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0> > const&) [64]
                0.00    0.00       4/8346159     Eigen::Matrix<float, -1, -1, 0, -1, -1>& Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::_set<Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0> >(Eigen::DenseBase<Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0> > const&) [60]
                0.00    0.00       4/8346159     Eigen::Matrix<float, -1, -1, 0, -1, -1>& Eigen::MatrixBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::operator+=<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >(Eigen::MatrixBase<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> > const&) [179]
                0.00    0.00       4/8346159     Eigen::MatrixBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::array() [1016]
                0.00    0.00       6/8346159     Eigen::Matrix<float, -1, -1, 0, -1, -1>& Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::_set<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >(Eigen::DenseBase<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> > const&) [42]
                0.00    0.00       8/8346159     Eigen::Matrix<float, -1, -1, 0, -1, -1>& Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::_set<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > > const&) [105]
                0.00    0.00 8346120/8346159     Eigen::DenseCoeffsBase<Eigen::Matrix<float, -1, -1, 0, -1, -1>, 1>::coeffRef(long, long) [8]
[679]    0.0    0.00    0.00 8346159         Eigen::EigenBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::derived() [679]
-----------------------------------------------
                0.00    0.00 7606622/7606622     Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> >::data() const [681]
[680]    0.0    0.00    0.00 7606622         Eigen::DenseStorage<float, -1, -1, 1, 0>::data() const [680]
-----------------------------------------------
                0.00    0.00 7606622/7606622     Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> > >::evaluator(Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> > const&) [30]
[681]    0.0    0.00    0.00 7606622         Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> >::data() const [681]
                0.00    0.00 7606622/7606622     Eigen::DenseStorage<float, -1, -1, 1, 0>::data() const [680]
-----------------------------------------------
                0.00    0.00 3196820/3196820     MaxPooling::forward(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&) [6]
[682]    0.0    0.00    0.00 3196820         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [682]
-----------------------------------------------
                0.00    0.00  130400/1687850     void Eigen::internal::pbroadcast4<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const*, float __vector(4)&, float __vector(4)&, float __vector(4)&, float __vector(4)&) [698]
                0.00    0.00  192400/1687850     void Eigen::internal::add_assign_op<float, float>::assignPacket<16, float __vector(4)>(float*, float __vector(4) const&) const [125]
                0.00    0.00  260800/1687850     void Eigen::internal::gebp_traits<float, float, false, false>::loadLhs<float __vector(4)>(float const*, float __vector(4)&) const [695]
                0.00    0.00 1104250/1687850     float __vector(4) Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::packet<16, float __vector(4)>(long) const [689]
[683]    0.0    0.00    0.00 1687850         float __vector(4) Eigen::internal::pload<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const*) [683]
-----------------------------------------------
                0.00    0.00     275/1491325     Eigen::internal::gebp_kernel<float, float, long, Eigen::internal::blas_data_mapper<float, long, 0, 0>, 8, 4, false, false>::operator()(Eigen::internal::blas_data_mapper<float, long, 0, 0> const&, float const*, float const*, long, long, long, float, long, long, long, long) [83]
                0.00    0.00    2000/1491325     Eigen::internal::gebp_traits<float, float, false, false>::initAcc(float __vector(4)&) [731]
                0.00    0.00 1489050/1491325     float __vector(4) const Eigen::internal::scalar_constant_op<float>::packetOp<float __vector(4)>() const [81]
[684]    0.0    0.00    0.00 1491325         float __vector(4) Eigen::internal::pset1<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const&) [684]
-----------------------------------------------
                0.00    0.00    1050/1490100     void Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::assign_op<float, float>, 0>::assignPacket<16, 16, float __vector(4)>(long) [191]
                0.00    0.00  192400/1490100     Eigen::internal::evaluator_wrapper_base<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::coeffRef(long) [696]
                0.00    0.00  193450/1490100     void Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<float, float>, 0>::assignPacket<16, 16, float __vector(4)>(long) [113]
                0.00    0.00 1103200/1490100     void Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<float, float>, 0>::assignPacket<16, 16, float __vector(4)>(long) [50]
[685]    0.0    0.00    0.00 1490100         Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::coeffRef(long) [685]
-----------------------------------------------
                0.00    0.00     100/1239300     float __vector(4) const Eigen::internal::scalar_sum_op<float, float>::packetOp<float __vector(4)>(float __vector(4) const&, float __vector(4) const&) const [847]
                0.00    0.00     150/1239300     Eigen::internal::gebp_kernel<float, float, long, Eigen::internal::blas_data_mapper<float, long, 0, 0>, 8, 4, false, false>::operator()(Eigen::internal::blas_data_mapper<float, long, 0, 0> const&, float const*, float const*, long, long, long, float, long, long, long, long) [83]
                0.00    0.00    1850/1239300     float __vector(4) Eigen::internal::pmadd<float __vector(4)>(float __vector(4) const&, float __vector(4) const&, float __vector(4) const&) [732]
                0.00    0.00  192400/1239300     void Eigen::internal::add_assign_op<float, float>::assignPacket<16, float __vector(4)>(float*, float __vector(4) const&) const [125]
                0.00    0.00 1044800/1239300     void Eigen::internal::gebp_traits<float, float, false, false>::madd<float __vector(4), float __vector(4), float __vector(4)>(float __vector(4) const&, float __vector(4) const&, float __vector(4)&, float __vector(4)&) const [82]
[686]    0.0    0.00    0.00 1239300         float __vector(4) Eigen::internal::padd<float __vector(4)>(float __vector(4) const&, float __vector(4) const&) [686]
-----------------------------------------------
                0.00    0.00    1600/1149832     void Eigen::internal::gebp_traits<float, float, false, false>::loadLhsUnaligned<float __vector(4)>(float const*, float __vector(4)&) const [738]
                0.00    0.00    1800/1149832     Eigen::internal::gebp_kernel<float, float, long, Eigen::internal::blas_data_mapper<float, long, 0, 0>, 8, 4, false, false>::operator()(Eigen::internal::blas_data_mapper<float, long, 0, 0> const&, float const*, float const*, long, long, long, float, long, long, long, long) [83]
                0.00    0.00   10432/1149832     Eigen::internal::gemm_pack_lhs<float, long, Eigen::internal::const_blas_data_mapper<float, long, 1>, 8, 4, 1, false, false>::operator()(float*, Eigen::internal::const_blas_data_mapper<float, long, 1> const&, long, long, long, long) [177]
                0.00    0.00   33200/1149832     Eigen::internal::gemm_pack_rhs<float, long, Eigen::internal::const_blas_data_mapper<float, long, 0>, 4, 0, false, false>::operator()(float*, Eigen::internal::const_blas_data_mapper<float, long, 0> const&, long, long, long, long) [1076]
                0.00    0.00 1102800/1149832     float __vector(4) Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::packet<0, float __vector(4)>(long) const [692]
[687]    0.0    0.00    0.00 1149832         float __vector(4) Eigen::internal::ploadu<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const*) [687]
-----------------------------------------------
                0.00    0.00       1/1112005     Eigen::Replicate<Eigen::Array<float, 1, -1, 1, 1, -1>, -1, 1>::cols() const [1392]
                0.00    0.00       2/1112005     Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1>::rows() const [356]
                0.00    0.00       2/1112005     Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1>::cols() const [333]
                0.00    0.00     400/1112005     Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::coeff(long) const [773]
                0.00    0.00    1000/1112005     Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::rowStride() const [750]
                0.00    0.00    1000/1112005     Eigen::internal::unary_evaluator<Eigen::Replicate<Eigen::Array<float, 1, -1, 1, 1, -1>, -1, 1>, Eigen::internal::IndexBased, float>::coeff(long, long) const [749]
                0.00    0.00    1000/1112005     Eigen::internal::unary_evaluator<Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1>, Eigen::internal::IndexBased, float>::coeff(long, long) const [748]
                0.00    0.00    1600/1112005     Eigen::MapBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, 0>::cols() const [736]
                0.00    0.00    4200/1112005     Eigen::internal::unary_evaluator<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1>, Eigen::internal::IndexBased, float>::coeff(long, long) const [727]
                0.00    0.00 1102800/1112005     float __vector(4) Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::packet<0, float __vector(4)>(long) const [692]
[688]    0.0    0.00    0.00 1112005         Eigen::internal::variable_if_dynamic<long, 1>::value() [688]
-----------------------------------------------
                0.00    0.00    1050/1104250     void Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::assign_op<float, float>, 0>::assignPacket<16, 16, float __vector(4)>(long) [191]
                0.00    0.00 1103200/1104250     float __vector(4) Eigen::internal::binary_evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>, Eigen::internal::IndexBased, Eigen::internal::IndexBased, float, float>::packet<16, float __vector(4)>(long) const [88]
[689]    0.0    0.00    0.00 1104250         float __vector(4) Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::packet<16, float __vector(4)>(long) const [689]
                0.00    0.00 1104250/1687850     float __vector(4) Eigen::internal::pload<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const*) [683]
-----------------------------------------------
                0.00    0.00 1103300/1103300     float __vector(4) const Eigen::internal::scalar_max_op<float, float>::packetOp<float __vector(4)>(float __vector(4) const&, float __vector(4) const&) const [691]
[690]    0.0    0.00    0.00 1103300         float __vector(4) Eigen::internal::pmax<float __vector(4)>(float __vector(4) const&, float __vector(4) const&) [690]
-----------------------------------------------
                0.00    0.00     100/1103300     Eigen::internal::redux_impl<Eigen::internal::scalar_max_op<float, float>, Eigen::internal::redux_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >, 3, 0>::run(Eigen::internal::redux_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> > const&, Eigen::internal::scalar_max_op<float, float> const&) [249]
                0.00    0.00 1103200/1103300     float __vector(4) Eigen::internal::binary_evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>, Eigen::internal::IndexBased, Eigen::internal::IndexBased, float, float>::packet<16, float __vector(4)>(long) const [88]
[691]    0.0    0.00    0.00 1103300         float __vector(4) const Eigen::internal::scalar_max_op<float, float>::packetOp<float __vector(4)>(float __vector(4) const&, float __vector(4) const&) const [691]
                0.00    0.00 1103300/1103300     float __vector(4) Eigen::internal::pmax<float __vector(4)>(float __vector(4) const&, float __vector(4) const&) [690]
-----------------------------------------------
                0.00    0.00     400/1102800     float __vector(4) Eigen::internal::redux_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::packet<0, float __vector(4)>(long) const [772]
                0.00    0.00 1102400/1102800     void Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, 1, 0, -1, 1> >, Eigen::internal::evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >, Eigen::internal::assign_op<float, float>, 0>::assignPacket<16, 0, float __vector(4)>(long) [26]
[692]    0.0    0.00    0.00 1102800         float __vector(4) Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::packet<0, float __vector(4)>(long) const [692]
                0.00    0.00 1102800/1112005     Eigen::internal::variable_if_dynamic<long, 1>::value() [688]
                0.00    0.00 1102800/1149832     float __vector(4) Eigen::internal::ploadu<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const*) [687]
-----------------------------------------------
                0.00    0.00    1850/1046650     float __vector(4) Eigen::internal::pmadd<float __vector(4)>(float __vector(4) const&, float __vector(4) const&, float __vector(4) const&) [732]
                0.00    0.00 1044800/1046650     Eigen::internal::conj_helper<float __vector(4), float __vector(4), false, false>::pmul(float __vector(4) const&, float __vector(4) const&) const [694]
[693]    0.0    0.00    0.00 1046650         float __vector(4) Eigen::internal::pmul<float __vector(4)>(float __vector(4) const&, float __vector(4) const&) [693]
-----------------------------------------------
                0.00    0.00 1044800/1044800     void Eigen::internal::gebp_traits<float, float, false, false>::madd<float __vector(4), float __vector(4), float __vector(4)>(float __vector(4) const&, float __vector(4) const&, float __vector(4)&, float __vector(4)&) const [82]
[694]    0.0    0.00    0.00 1044800         Eigen::internal::conj_helper<float __vector(4), float __vector(4), false, false>::pmul(float __vector(4) const&, float __vector(4) const&) const [694]
                0.00    0.00 1044800/1046650     float __vector(4) Eigen::internal::pmul<float __vector(4)>(float __vector(4) const&, float __vector(4) const&) [693]
-----------------------------------------------
                0.00    0.00  260800/260800      Eigen::internal::gebp_kernel<float, float, long, Eigen::internal::blas_data_mapper<float, long, 0, 0>, 8, 4, false, false>::operator()(Eigen::internal::blas_data_mapper<float, long, 0, 0> const&, float const*, float const*, long, long, long, float, long, long, long, long) [83]
[695]    0.0    0.00    0.00  260800         void Eigen::internal::gebp_traits<float, float, false, false>::loadLhs<float __vector(4)>(float const*, float __vector(4)&) const [695]
                0.00    0.00  260800/1687850     float __vector(4) Eigen::internal::pload<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const*) [683]
-----------------------------------------------
                0.00    0.00  192400/192400      void Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Array<float, -1, -1, 0, -1, -1> > >, Eigen::internal::add_assign_op<float, float>, 0>::assignPacket<16, 16, float __vector(4)>(long) [120]
[696]    0.0    0.00    0.00  192400         Eigen::internal::evaluator_wrapper_base<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::coeffRef(long) [696]
                0.00    0.00  192400/1490100     Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::coeffRef(long) [685]
-----------------------------------------------
                0.00    0.00  130400/130400      Eigen::internal::gebp_kernel<float, float, long, Eigen::internal::blas_data_mapper<float, long, 0, 0>, 8, 4, false, false>::operator()(Eigen::internal::blas_data_mapper<float, long, 0, 0> const&, float const*, float const*, long, long, long, float, long, long, long, long) [83]
[697]    0.0    0.00    0.00  130400         Eigen::internal::gebp_traits<float, float, false, false>::broadcastRhs(float const*, float __vector(4)&, float __vector(4)&, float __vector(4)&, float __vector(4)&) [697]
                0.00    0.00  130400/130400      void Eigen::internal::pbroadcast4<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const*, float __vector(4)&, float __vector(4)&, float __vector(4)&, float __vector(4)&) [698]
-----------------------------------------------
                0.00    0.00  130400/130400      Eigen::internal::gebp_traits<float, float, false, false>::broadcastRhs(float const*, float __vector(4)&, float __vector(4)&, float __vector(4)&, float __vector(4)&) [697]
[698]    0.0    0.00    0.00  130400         void Eigen::internal::pbroadcast4<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const*, float __vector(4)&, float __vector(4)&, float __vector(4)&, float __vector(4)&) [698]
                0.00    0.00  130400/1687850     float __vector(4) Eigen::internal::pload<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const*) [683]
-----------------------------------------------
                0.00    0.00   45186/90372       void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [712]
                0.00    0.00   45186/90372       void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [709]
[699]    0.0    0.00    0.00   90372         float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [699]
-----------------------------------------------
                0.00    0.00       2/57449       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [1185]
                0.00    0.00       5/57449       std::vector<Layer*, std::allocator<Layer*> >::_M_check_len(unsigned long, char const*) const [1010]
                0.00    0.00   57442/57449       float std::generate_canonical<float, 24ul, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [706]
[700]    0.0    0.00    0.00   57449         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [700]
-----------------------------------------------
                0.00    0.00   57442/57442       float std::generate_canonical<float, 24ul, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [706]
[701]    0.0    0.00    0.00   57442         std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::min() [701]
-----------------------------------------------
                0.00    0.00   57442/57442       float std::generate_canonical<float, 24ul, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [706]
[702]    0.0    0.00    0.00   57442         std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::operator()() [702]
                0.00    0.00   57442/57442       unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 16807ul, 0ul>(unsigned long) [704]
-----------------------------------------------
                0.00    0.00   57442/57442       unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 16807ul, 0ul>(unsigned long) [704]
[703]    0.0    0.00    0.00   57442         std::__detail::_Mod<unsigned long, 2147483647ul, 16807ul, 0ul, true, true>::__calc(unsigned long) [703]
-----------------------------------------------
                0.00    0.00   57442/57442       std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::operator()() [702]
[704]    0.0    0.00    0.00   57442         unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 16807ul, 0ul>(unsigned long) [704]
                0.00    0.00   57442/57442       std::__detail::_Mod<unsigned long, 2147483647ul, 16807ul, 0ul, true, true>::__calc(unsigned long) [703]
-----------------------------------------------
                0.00    0.00   57442/57442       float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<float>::param_type const&) [714]
[705]    0.0    0.00    0.00   57442         std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>, float>::operator()() [705]
                0.00    0.00   57442/57442       float std::generate_canonical<float, 24ul, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [706]
-----------------------------------------------
                0.00    0.00   57442/57442       std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>, float>::operator()() [705]
[706]    0.0    0.00    0.00   57442         float std::generate_canonical<float, 24ul, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [706]
                0.00    0.00   57442/57442       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [707]
                0.00    0.00   57442/57449       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [700]
                0.00    0.00   57442/57442       std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::min() [701]
                0.00    0.00   57442/57442       std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::operator()() [702]
-----------------------------------------------
                0.00    0.00   57442/57442       float std::generate_canonical<float, 24ul, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [706]
[707]    0.0    0.00    0.00   57442         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [707]
-----------------------------------------------
                0.00    0.00      10/45406       void __gnu_cxx::new_allocator<Layer*>::construct<Layer*, Layer* const&>(Layer**, Layer* const&) [921]
                0.00    0.00      10/45406       void __gnu_cxx::new_allocator<std::vector<float, std::allocator<float> > >::construct<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> > const&>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > const&) [922]
                0.00    0.00     200/45406       void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [829]
                0.00    0.00   45186/45406       void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [709]
[708]    0.0    0.00    0.00   45406         operator new(unsigned long, void*) [708]
-----------------------------------------------
                0.00    0.00   45186/45186       void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [712]
[709]    0.0    0.00    0.00   45186         void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [709]
                0.00    0.00   45186/90372       float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [699]
                0.00    0.00   45186/45406       operator new(unsigned long, void*) [708]
-----------------------------------------------
                0.00    0.00   45186/45186       float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<float>::param_type const&) [714]
[710]    0.0    0.00    0.00   45186         std::normal_distribution<float>::param_type::mean() const [710]
-----------------------------------------------
                0.00    0.00   45186/45186       float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<float>::param_type const&) [714]
[711]    0.0    0.00    0.00   45186         std::normal_distribution<float>::param_type::stddev() const [711]
-----------------------------------------------
                0.00    0.00   45186/45186       std::vector<float, std::allocator<float> >::push_back(float const&) [715]
[712]    0.0    0.00    0.00   45186         void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [712]
                0.00    0.00   45186/90372       float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [699]
                0.00    0.00   45186/45186       void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [709]
-----------------------------------------------
                0.00    0.00   45186/45186       set_normal_random(float*, int, float, float) [963]
[713]    0.0    0.00    0.00   45186         float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [713]
                0.00    0.00   45186/45186       float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<float>::param_type const&) [714]
-----------------------------------------------
                0.00    0.00   45186/45186       float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [713]
